variant	canonical	note	source
tucúltucúl	tukultukul	original dictionary spelling	merged from candidate lexicon
tuerca	tuerka	original dictionary spelling	merged from candidate lexicon
tugî	tugi	original dictionary spelling	merged from candidate lexicon
tuki	tukiltukil	original dictionary spelling	merged from candidate lexicon
tukul	pukul	original dictionary spelling	merged from candidate lexicon
tukîtukî	tukituki	original dictionary spelling	merged from candidate lexicon
tulalâ	tulala	original dictionary spelling	merged from candidate lexicon
tulduq	tuldu	PALI orthography / attested surface form	annotated
tuldü	tuldu	original dictionary spelling	merged from candidate lexicon
tuliq	tuli	PALI orthography / attested surface form	annotated
tulo	tulao	original dictionary spelling	merged from candidate lexicon
tulu	tolo	original dictionary spelling	merged from candidate lexicon
tulucaba	tulukaba	original dictionary spelling	merged from candidate lexicon
tulucambmg	tulukambmg	original dictionary spelling	merged from candidate lexicon
tulungcaba	tulungkaba	original dictionary spelling	merged from candidate lexicon
tulâ	tula	original dictionary spelling	merged from candidate lexicon
tulü	tulu	original dictionary spelling	merged from candidate lexicon
tundu	tungdu	original dictionary spelling	merged from candidate lexicon
tungcu	tungku	original dictionary spelling	merged from candidate lexicon
tungcul	tungkul	original dictionary spelling	merged from candidate lexicon
tungcus	tungkus	original dictionary spelling	merged from candidate lexicon
tungkuq	tungku	PALI orthography / attested surface form	annotated
tuno	tunao	original dictionary spelling	merged from candidate lexicon
tunğanğa	tunganga	original dictionary spelling	merged from candidate lexicon
tunğanğu	tungangu	original dictionary spelling	merged from candidate lexicon
tunği	tungi	original dictionary spelling	merged from candidate lexicon
tunğu	tungu	original dictionary spelling	merged from candidate lexicon
tunğul	tungul	original dictionary spelling	merged from candidate lexicon
tunğâ	tunga	original dictionary spelling	merged from candidate lexicon
turca	turka	original dictionary spelling	merged from candidate lexicon
turu	turo	original dictionary spelling	merged from candidate lexicon
turuddo	torsido	original dictionary spelling	merged from candidate lexicon
turuq	turu	PALI orthography / attested surface form	annotated
tuyag	tuiag	original dictionary spelling	merged from candidate lexicon
tuyâ	tuya	original dictionary spelling	merged from candidate lexicon
tuyú	tuyu	original dictionary spelling	merged from candidate lexicon
tuğun	tugun	original dictionary spelling	merged from candidate lexicon
tálete	talete	original dictionary spelling	merged from candidate lexicon
táyi	tayi	original dictionary spelling	merged from candidate lexicon
técnica	tecnika	original dictionary spelling	merged from candidate lexicon
técnico	tecniko	original dictionary spelling	merged from candidate lexicon
túmbalas	tumbalas	original dictionary spelling	merged from candidate lexicon
ualu	walu	original dictionary spelling	merged from candidate lexicon
uanan	wanan	original dictionary spelling	merged from candidate lexicon
uang	huang	original dictionary spelling	merged from candidate lexicon
ubub	ubud	original dictionary spelling	merged from candidate lexicon
ucuc	ukuc	original dictionary spelling	merged from candidate lexicon
ucul	ukul	original dictionary spelling	merged from candidate lexicon
ucum	ukum	original dictionary spelling	merged from candidate lexicon
ucus	ukus	original dictionary spelling	merged from candidate lexicon
ulata	hinabla	original dictionary spelling	merged from candidate lexicon
ulcera	ulsera	original dictionary spelling	merged from candidate lexicon
ule	ulay	original dictionary spelling	merged from candidate lexicon
ulilla	ulilya	original dictionary spelling	merged from candidate lexicon
uliq	uli	PALI orthography / attested surface form	annotated
ume	me	original dictionary spelling	merged from candidate lexicon
umi	lime	original dictionary spelling	merged from candidate lexicon
unano	enano	original dictionary spelling	merged from candidate lexicon
unción	unsion	original dictionary spelling	merged from candidate lexicon
uniciclo	unisiclo	original dictionary spelling	merged from candidate lexicon
unicornio	unikornio	original dictionary spelling	merged from candidate lexicon
unificación	unifikasion	original dictionary spelling	merged from candidate lexicon
unmethodical	unmethodikal	original dictionary spelling	merged from candidate lexicon
unu	uno	original dictionary spelling	merged from candidate lexicon
ure	uray	original dictionary spelling	merged from candidate lexicon
usdunğan	usdungan	original dictionary spelling	merged from candidate lexicon
usisâ	usisa	original dictionary spelling	merged from candidate lexicon
usual	anti	original dictionary spelling	merged from candidate lexicon
usurpación	usurpasion	original dictionary spelling	merged from candidate lexicon
utsun	lechon	original dictionary spelling	merged from candidate lexicon
utung	utang	original dictionary spelling	merged from candidate lexicon
uuang	uwang	original dictionary spelling	merged from candidate lexicon
uwang	tuyu	original dictionary spelling	merged from candidate lexicon
uwâ	uwa	original dictionary spelling	merged from candidate lexicon
vapor	bapor	original dictionary spelling	merged from candidate lexicon
variación	variasion	original dictionary spelling	merged from candidate lexicon
varón	varon	original dictionary spelling	merged from candidate lexicon
vaticano	vatikano	original dictionary spelling	merged from candidate lexicon
vehículo	vehikulo	original dictionary spelling	merged from candidate lexicon
velación	velasion	original dictionary spelling	merged from candidate lexicon
verificación	verifikasion	original dictionary spelling	merged from candidate lexicon
versu	verzo	original dictionary spelling	merged from candidate lexicon
versículo	versikulo	original dictionary spelling	merged from candidate lexicon
veses	vez	original dictionary spelling	merged from candidate lexicon
vestíbulo	vestibulo	original dictionary spelling	merged from candidate lexicon
viacrucis	viacrusis	original dictionary spelling	merged from candidate lexicon
viatico	viatiko	original dictionary spelling	merged from candidate lexicon
vicario	vikario	original dictionary spelling	merged from candidate lexicon
vice-presidente	vise-presidente	original dictionary spelling	merged from candidate lexicon
vicegerente	visegerente	original dictionary spelling	merged from candidate lexicon
vihilancia	vihilansia	original dictionary spelling	merged from candidate lexicon
vinculo	vinkulo	original dictionary spelling	merged from candidate lexicon
vindicación	vindikasion	original dictionary spelling	merged from candidate lexicon
violencia	violensia	original dictionary spelling	merged from candidate lexicon
virhen	virgen	original dictionary spelling	merged from candidate lexicon
vocación	vokasion	original dictionary spelling	merged from candidate lexicon
vocadura	vokadura	original dictionary spelling	merged from candidate lexicon
vocahsa	vokahsa	original dictionary spelling	merged from candidate lexicon
vocal	vokal	original dictionary spelling	merged from candidate lexicon
vocatibo	vokatibo	original dictionary spelling	merged from candidate lexicon
vociferation	vosiferation	original dictionary spelling	merged from candidate lexicon
voice	voise	original dictionary spelling	merged from candidate lexicon
volkan	vulkan	original dictionary spelling	merged from candidate lexicon
voltímetro	voltimetro	original dictionary spelling	merged from candidate lexicon
vulcan	vulkan	original dictionary spelling	merged from candidate lexicon
walaq	wala	PALI orthography / attested surface form	annotated
wall	waly	original dictionary spelling	merged from candidate lexicon
wawaq	wawa	PALI orthography / attested surface form	annotated
when	aua	original dictionary spelling	merged from candidate lexicon
yakal	akal	original dictionary spelling	merged from candidate lexicon
yan	iyan	original dictionary spelling	merged from candidate lexicon
yaritali	alitari	original dictionary spelling	merged from candidate lexicon
yatâ	yata	original dictionary spelling	merged from candidate lexicon
yubiub	yubyub	original dictionary spelling	merged from candidate lexicon
yuyû	yuyu	original dictionary spelling	merged from candidate lexicon
zapote	saputi	original dictionary spelling	merged from candidate lexicon
ádiaran	adiaran	original dictionary spelling	merged from candidate lexicon
átomo	atomo	original dictionary spelling	merged from candidate lexicon
âling	aling	original dictionary spelling	merged from candidate lexicon
épica	epika	original dictionary spelling	merged from candidate lexicon
época	epoka	original dictionary spelling	merged from candidate lexicon
ñamas	namas	original dictionary spelling	merged from candidate lexicon
ónice	onise	original dictionary spelling	merged from candidate lexicon
único	uniko	original dictionary spelling	merged from candidate lexicon
útero	utero	original dictionary spelling	merged from candidate lexicon
üang	uang	original dictionary spelling	merged from candidate lexicon
